date,reward,log_return,portfolio_value,market_return,rate_of_return,weights_mean,weights_std,cost,weight_CASH,price_CASH,weight_CN000338.SZ,price_CN000338.SZ,weight_CN002027.SZ,price_CN002027.SZ,weight_CN002371.SZ,price_CN002371.SZ,weight_CN600009.SH,price_CN600009.SH,weight_CN600029.SH,price_CN600029.SH,weight_CN600183.SH,price_CN600183.SH,weight_CN600406.SH,price_CN600406.SH,weight_CN600900.SH,price_CN600900.SH,weight_CN601989.SH,price_CN601989.SH,weight_CN601998.SH,price_CN601998.SH,market_value,date,steps
2023-08-07,0.0,0.0,1.0,0.9908353198658336,0.0,0.09090909,0.2874798,0.0,1.0,1.0,0.0,0.9931716918945312,0.0,0.9825055599212646,0.0,0.9860565662384033,0.0,0.9931752681732178,0.0,1.0017635822296143,0.0,0.9840958118438721,0.0,0.9852838516235352,0.0,0.9911295175552368,0.0,0.992467999458313,0.0,0.9895386695861816,0.9908353198658336,1691366400.0,1
2023-08-08,-0.1240082545350889,-0.0021874472317867807,0.9978149432688952,0.9918882792646234,-0.0021850567311048064,0.09090909,0.029011048,0.002185056731104851,0.12597738,1.0,0.10511717,0.9931248426437378,0.07255819,1.0059353113174438,0.0942734,0.9785602688789368,0.07412535,0.9902632236480713,0.07255819,0.9823943972587585,0.16515765,1.0068382024765015,0.07255819,0.9800931215286255,0.07255819,0.997316837310791,0.07255819,0.9797874689102173,0.07255819,0.9964573979377747,0.9827979404563344,1691452800.0,2
2023-08-09,0.06147426819543557,0.010248925836272713,1.0080940606246007,1.010724046013572,0.010301626995112612,0.09090909,0.04414908,0.0012120669772140952,0.061449535,1.0,0.0580766,0.9992361068725586,0.0580766,0.9985288381576538,0.15786858,1.0635123252868652,0.0580766,1.019373893737793,0.15786858,1.0161290168762207,0.0580766,1.019137978553772,0.116485104,0.9963070154190063,0.15786858,1.0139079093933105,0.0580766,1.0077457427978516,0.0580766,0.9840856790542603,0.993337510791832,1691539200.0,3
2023-08-10,0.0751574481860979,0.0033396822845262056,1.0114664029755316,1.0091191313483499,0.0033452655686130317,0.09090909,0.04582327,0.0010827282686638805,0.05573794,1.0,0.15151143,1.088528037071228,0.15151143,0.9940910339355469,0.15151143,0.9940279126167297,0.05573794,1.0121984481811523,0.05573794,1.0229277610778809,0.05573794,0.9993930459022522,0.15151143,1.0050954818725586,0.05573794,0.9694671630859375,0.05573794,1.012784719467163,0.059526674,1.001796841621399,1.0023958860259856,1691625600.0,4
2023-08-11,0.093574696115091,0.004717590485988851,1.0162493608745513,1.005775050683455,0.0047287363030044105,0.0909091,0.036692962,0.001308308698523009,0.061829817,1.0,0.07025592,0.9964592456817627,0.07282494,1.005944013595581,0.13589539,1.0053224563598633,0.12333047,1.0061668157577515,0.16807088,1.0068964958190918,0.061829817,0.9860624074935913,0.062471244,1.0184439420700073,0.061829817,1.019168496131897,0.061829817,1.0100935697555542,0.119832,1.0089681148529053,1.0081847730726725,1691712000.0,5
2023-08-14,0.1073036528997302,0.016329575396698777,1.0329805176249616,1.0165785388513044,0.01646363323270572,0.09090909,0.0451947,0.001131717072012125,0.06865902,1.0,0.06865902,1.0021657943725586,0.06865902,1.0295450687408447,0.06865902,1.00986647605896,0.06865902,1.020890474319458,0.06865902,1.042808175086975,0.06865902,1.0528556108474731,0.07745872,1.0203696489334106,0.06865902,0.9959717392921448,0.18663457,1.015001654624939,0.18663457,0.9928892850875854,1.0248990035023513,1691971200.0,6
2023-08-15,0.07674401273997054,-0.003775735090804825,1.0290876103769542,1.004086283120242,-0.0037686163306913656,0.0909091,0.017763104,0.0009774590576598007,0.07277614,1.0,0.09722962,0.992806077003479,0.07277614,0.9985690116882324,0.11214898,1.0238689184188843,0.12572639,1.0212843418121338,0.10810127,1.006568193435669,0.07277614,1.0414509773254395,0.097790204,0.9982255697250366,0.07277614,1.0094419717788696,0.086446844,0.9975324869155884,0.08145222,0.9552015662193298,1.0290870310003157,1692057600.0,7
2023-08-16,0.06468062201347675,-0.001649400212609042,1.0273916319467522,0.9993953759020026,-0.0016480408597872032,0.09090909,0.043583773,0.0010538016804631787,0.060738552,1.0,0.060738552,1.0057997703552246,0.060738552,0.9942523241043091,0.15348963,0.9930179119110107,0.060738552,0.9941215515136719,0.060738552,1.0081565380096436,0.070515834,0.9859859347343445,0.060738552,1.0022231340408325,0.16510452,1.0053422451019287,0.08135422,0.9950777292251587,0.16510452,1.0093719959259033,1.0284648201824362,1692144000.0,8
2023-08-17,0.05668974732430877,-0.0012107773070572268,1.0261484421171443,1.000429386442358,-0.0012100447297319628,0.09090909,0.03682678,0.0014261781212834546,0.06390503,1.0,0.06390503,1.0129632949829102,0.14952153,1.002882719039917,0.09264237,0.9861329793930054,0.17371188,0.9967755675315857,0.10626899,0.9919094443321228,0.06390503,0.9903326630592346,0.09442516,1.0048761367797852,0.06390503,1.0039900541305542,0.06390503,1.007432460784912,0.06390503,1.0074279308319092,1.0289064290326646,1692230400.0,9
2023-08-18,0.04111438186931816,-0.004694451665820941,1.0213425267788663,0.9975592494010925,-0.004683450406417267,0.09090909,0.03842585,0.00121972382526556,0.05426973,1.0,0.14752044,1.0071120262145996,0.08832552,0.9971255660057068,0.05426973,0.9910873174667358,0.08769137,0.990024209022522,0.14752044,0.9967373609542847,0.14752044,0.9862232804298401,0.05426973,1.0004425048828125,0.058847856,1.0044137239456177,0.05426973,0.9852200150489807,0.105494976,1.014765739440918,1.0263951250497834,1692316800.0,10
