代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
000776.SZ,广发证券,1997-06-11,N/A,1.6452,1.6452,1.3491,1.4675,14668400,130758348.5,0.8752,147.7778,8.9143,48.8947,267600000,N/A,713600000,30000000,0,80000000,50.665,10.6731,40.2981,N/A,
000776.SZ,广发证券,1997-06-12,1.4675,1.4116,1.53,1.4017,1.4774,7330900,65916515.6,0.0099,0.6726,8.9916,24.4363,269400000,N/A,718400000,30000000,0,80000000,51.0058,10.7449,40.5691,N/A,
000776.SZ,广发证券,1997-06-13,1.4774,1.3951,1.6255,1.3655,1.6255,6591100,60784155.4,0.1481,10.0223,9.2222,21.9703,296400000,N/A,790400000,30000000,0,80000000,56.1177,11.8218,44.6351,N/A,
000776.SZ,广发证券,1997-06-16,1.6255,1.6748,1.7061,1.6123,1.6468,10019100,101676610.4,0.0214,1.3158,10.1483,33.397,300300000,N/A,800800000,30000000,0,80000000,56.8561,11.9773,45.2224,N/A,
000776.SZ,广发证券,1997-06-17,1.6468,1.6123,1.6419,1.53,1.53,3951000,37564069.8,-0.1168,-7.0929,9.5075,13.17,279000000,N/A,744000000,30000000,0,80000000,52.8233,11.1278,42.0148,N/A,
000776.SZ,广发证券,1997-06-18,1.53,1.5054,1.5547,1.4609,1.479,2196100,19946271.4,-0.051,-3.3333,9.0826,7.3203,269700000,N/A,719200000,30000000,0,80000000,51.0626,10.7569,40.6143,N/A,
000776.SZ,广发证券,1997-06-19,1.479,1.4823,1.4922,1.4313,1.4461,1438900,12743835.2,-0.0329,-2.2247,8.8567,4.7963,263700000,N/A,703200000,30000000,0,80000000,49.9266,10.5176,39.7108,N/A,
000776.SZ,广发证券,1997-06-20,1.4461,1.4642,1.5465,1.4642,1.5284,2025100,18530300.3,0.0823,5.6883,9.1503,6.7503,278700000,N/A,743200000,30000000,0,80000000,52.7665,11.1158,41.9696,N/A,
000776.SZ,广发证券,1997-06-23,1.5284,1.5383,1.5547,1.428,1.456,2529800,22745022.8,-0.0724,-4.7363,8.9908,8.4327,265500000,N/A,708000000,30000000,0,80000000,50.2674,10.5894,39.9818,N/A,
000776.SZ,广发证券,1997-06-24,1.456,1.456,1.5136,1.4478,1.479,1319200,11824397.6,0.023,1.5819,8.9633,4.3973,269700000,N/A,719200000,30000000,0,80000000,51.0626,10.7569,40.6143,N/A,
000776.SZ,广发证券,1997-06-25,1.479,1.4807,1.4889,1.4478,1.4692,1295700,11553976.4,-0.0099,-0.6674,8.9172,4.319,267900000,N/A,714400000,30000000,0,80000000,50.7218,10.6851,40.3432,N/A,
000776.SZ,广发证券,1997-06-26,1.4692,1.4478,1.456,1.3984,1.4198,1343900,11598507.1,-0.0494,-3.3595,8.6305,4.4797,258900000,N/A,690400000,30000000,0,80000000,49.0178,10.3261,38.9879,N/A,
000776.SZ,广发证券,1997-06-27,1.4198,1.4231,1.4478,1.331,1.3408,1653100,13770827.2,-0.079,-5.562,8.3303,5.5103,244500000,N/A,652000000,30000000,0,80000000,46.2914,9.7518,36.8194,N/A,
000776.SZ,广发证券,1997-07-02,1.3408,1.3408,1.3655,1.2076,1.2471,954300,7358634,-0.0938,-6.9939,7.711,3.181,227400000,N/A,606400000,30000000,0,80000000,43.0539,9.0698,34.2443,N/A,
000776.SZ,广发证券,1997-07-03,1.2471,1.2471,1.3096,1.201,1.252,1280800,9908163.2,0.0049,0.3958,7.7359,4.2693,228300000,N/A,608800000,30000000,0,80000000,43.2243,9.1057,34.3799,N/A,
