іъ¬л,Љт≥∆,»’∆Џ,«∞ ’≈ћЉџ(‘™),њ™≈ћЉџ(‘™),„оЄяЉџ(‘™),„оµЌЉџ(‘™), ’≈ћЉџ(‘™),≥…љїЅњ(є…),≥…љїљрґо(‘™),’«µш(‘™),’«µшЈщ(%),ЊщЉџ(‘™),її ÷¬ (%),Aє…ЅчЌ® –÷µ(‘™),Bє…ЅчЌ® –÷µ(‘™),„№ –÷µ(‘™),Aє…ЅчЌ®є…±Њ(є…),Bє…ЅчЌ®є…±Њ(є…),„№є…±Њ(є…), –”ѓ¬ , –Њї¬ , –ѕъ¬ , –ѕ÷¬ ,
603993.SH,¬е—фов“µ,2013-03-22,2.8817,2.8904,3.0228,2.8386,2.9537,36943962,378400736,0.072,2.4975,10.2426,18.472,2052000000,N/A,52081509586.5,200000000,0,5076170525,49.587,4.5125,9.1197,-39.5888,
603993.SH,¬е—фов“µ,2013-03-25,2.9537,2.9307,2.9595,2.8731,2.8846,19782510,199430787,-0.0691,-2.3392,10.0812,9.8913,2004000000,N/A,50863228660.5,200000000,0,5076170525,48.4271,4.407,8.9064,-38.6628,
603993.SH,¬е—фов“µ,2013-03-26,2.8846,2.8501,2.8616,2.7407,2.7666,21633949,208432853,-0.118,-4.0918,9.6345,10.817,1922000000,N/A,48781998745.25,200000000,0,5076170525,46.4456,4.2266,8.5419,-37.0808,
603993.SH,¬е—фов“µ,2013-03-27,2.7666,2.7666,2.8443,2.7407,2.8155,17561012,170686067,0.0489,1.769,9.7196,8.7805,1956000000,N/A,49644947734.5,200000000,0,5076170525,47.2672,4.3014,8.693,-37.7367,
603993.SH,¬е—фов“µ,2013-03-28,2.8155,2.7637,2.7637,2.6255,2.6313,16160884,151379972,-0.1842,-6.544,9.3671,8.0804,1828000000,N/A,46396198598.5,200000000,0,5076170525,44.174,4.0199,8.1242,-35.2673,
603993.SH,¬е—фов“µ,2013-03-29,2.6313,2.6399,2.6831,2.6255,2.6342,7815303,71838156,0.0029,0.1094,9.192,3.9077,1830000000,N/A,46446960303.75,200000000,0,5076170525,44.2224,4.0243,8.133,-35.3058,
603993.SH,¬е—фов“µ,2013-04-01,2.6342,2.637,2.6802,2.6226,2.6543,6301801,58047813,0.0202,0.765,9.2113,3.1509,1844000000,N/A,46802292240.5,200000000,0,5076170525,44.5607,4.0551,8.1953,-35.5759,
603993.SH,¬е—фов“µ,2013-04-02,2.6543,2.6486,2.6687,2.5564,2.5708,12644354,114263872,-0.0835,-3.1453,9.0368,6.3222,1786000000,N/A,45330202788.25,200000000,0,5076170525,43.1591,3.9276,7.9375,-34.457,
603993.SH,¬е—фов“µ,2013-04-03,2.5708,2.5823,2.6169,2.5507,2.5852,7765756,69623125,0.0144,0.5599,8.9654,3.8829,1796000000,N/A,45584011314.5,200000000,0,5076170525,43.4007,3.9496,7.9819,-34.6499,
603993.SH,¬е—фов“µ,2013-04-08,2.5852,2.5276,2.6054,2.4557,2.591,11401432,99921317,0.0058,0.2227,8.7639,5.7007,1800000000,N/A,45685534725,200000000,0,5076170525,43.4974,3.9584,7.9997,-34.7271,
603993.SH,¬е—фов“µ,2013-04-09,2.591,2.5967,2.6773,2.5766,2.6399,10823866,99366922,0.0489,1.8889,9.1804,5.4119,1834000000,N/A,46548483714.25,200000000,0,5076170525,44.319,4.0331,8.1508,-35.383,
603993.SH,¬е—фов“µ,2013-04-10,2.6399,2.6601,2.6601,2.5939,2.614,7455085,67998216,-0.0259,-0.9815,9.1211,3.7275,1816000000,N/A,46091628367,200000000,0,5076170525,43.8841,3.9935,8.0708,-35.0357,
603993.SH,¬е—фов“µ,2013-04-11,2.614,2.6198,2.6514,2.591,2.5967,6558879,59688039,-0.0173,-0.6608,9.1003,3.2794,1804000000,N/A,45787058135.5,200000000,0,5076170525,43.5941,3.9672,8.0175,-34.8042,
603993.SH,¬е—фов“µ,2013-04-12,2.5967,2.5766,2.5823,2.5046,2.519,8856760,77962222,-0.0777,-2.9933,8.8026,4.4284,1750000000,N/A,44416492093.75,200000000,0,5076170525,42.2892,3.8484,7.7775,-33.7624,
603993.SH,¬е—фов“µ,2013-04-15,2.519,2.4643,2.4816,2.3895,2.3923,9908510,83510198,-0.1267,-5.0286,8.4281,4.9543,1662000000,N/A,42182977062.75,200000000,0,5076170525,40.1626,3.6549,7.3864,-32.0646,
603993.SH,¬е—фов“µ,2013-04-16,2.3923,2.3405,2.4269,2.3204,2.4182,7385426,60858125,0.0259,1.083,8.2403,3.6927,1680000000,N/A,42639832410,200000000,0,5076170525,40.5976,3.6945,7.4664,-32.4119,
603993.SH,¬е—фов“µ,2013-04-17,2.4182,2.4182,2.447,2.3722,2.4067,5498120,45939429,-0.0115,-0.4762,8.3555,2.7491,1672000000,N/A,42436785589,200000000,0,5076170525,40.4043,3.6769,7.4308,-32.2576,
603993.SH,¬е—фов“µ,2013-04-18,2.4067,2.3751,2.4298,2.3607,2.3952,5043412,42090902,-0.0115,-0.4785,8.3457,2.5217,1664000000,N/A,42233738768,200000000,0,5076170525,40.2109,3.6593,7.3953,-32.1032,
603993.SH,¬е—фов“µ,2013-04-19,2.3952,2.4096,2.5017,2.401,2.4902,12577016,107994444,0.095,3.9663,8.5867,6.2885,1730000000,N/A,43908875041.25,200000000,0,5076170525,41.8058,3.8044,7.6886,-33.3766,
603993.SH,¬е—фов“µ,2013-04-22,2.4902,2.4413,2.4873,2.4413,2.4672,6866500,58546483,-0.023,-0.9249,8.5264,3.4333,1714000000,N/A,43502781399.25,200000000,0,5076170525,41.4192,3.7692,7.6175,-33.0679,
603993.SH,¬е—фов“µ,2013-04-23,2.4672,2.4672,2.5881,2.4067,2.4787,17521861,151830743,0.0115,0.4667,8.6652,8.7609,1722000000,N/A,43705828220.25,200000000,0,5076170525,41.6125,3.7868,7.6531,-33.2222,
603993.SH,¬е—фов“µ,2013-04-24,2.4787,2.4499,2.5766,2.4384,2.5449,13345724,116727812,0.0662,2.6713,8.7465,6.6729,1768000000,N/A,44873347441,200000000,0,5076170525,42.7241,3.888,7.8575,-34.1097,
603993.SH,¬е—фов“µ,2013-04-25,2.5449,2.5823,2.6514,2.519,2.5363,19061123,172262725,-0.0086,-0.3394,9.0374,9.5306,1762000000,N/A,44721062325.25,200000000,0,5076170525,42.5791,3.8748,7.8308,-33.9939,
603993.SH,¬е—фов“µ,2013-04-26,2.5363,2.5363,2.5795,2.4499,2.4729,7967175,69806269,-0.0633,-2.4972,8.7617,3.9836,1718000000,N/A,43604304809.75,200000000,0,5076170525,41.5159,3.778,7.6353,-33.145,
603993.SH,¬е—фов“µ,2013-05-02,2.4729,2.4326,2.4413,2.3319,2.3607,8558625,70096560,-0.1123,-4.5402,8.1902,4.2793,1640000000,N/A,41624598305,200000000,0,5076170525,42.498,3.5303,7.2886,-31.6402,
603993.SH,¬е—фов“µ,2013-05-03,2.3607,2.3722,2.4384,2.3722,2.3952,6802272,56960795,0.0345,1.4634,8.3738,3.4011,1664000000,N/A,42233738768,200000000,0,5076170525,43.12,3.582,7.3953,-32.1032,
603993.SH,¬е—фов“µ,2013-05-06,2.3952,2.424,2.4845,2.424,2.4701,8562153,73084011,0.0749,3.125,8.5357,4.2811,1716000000,N/A,43553543104.5,200000000,0,5076170525,44.4675,3.6939,7.6264,-33.1065,
603993.SH,¬е—фов“µ,2013-05-07,2.4701,2.4701,2.5593,2.4499,2.5046,10552677,92101958,0.0345,1.3986,8.7278,5.2763,1740000000,N/A,44162683567.5,200000000,0,5076170525,45.0894,3.7456,7.7331,-33.5695,
603993.SH,¬е—фов“µ,2013-05-08,2.5046,2.519,2.5305,2.4442,2.5046,9402729,80867239,0,0,8.6004,4.7014,1740000000,N/A,44162683567.5,200000000,0,5076170525,45.0894,3.7456,7.7331,-33.5695,
603993.SH,¬е—фов“µ,2013-05-09,2.5046,2.5017,2.5449,2.447,2.5392,10787106,93676149,0.0345,1.3793,8.6841,5.3936,1764000000,N/A,44771824030.5,200000000,0,5076170525,45.7113,3.7972,7.8397,-34.0325,
603993.SH,¬е—фов“µ,2013-05-10,2.5392,2.5219,2.568,2.5017,2.542,11226404,99071736,0.0029,0.1134,8.8249,5.6132,1766000000,N/A,44822585735.75,200000000,0,5076170525,45.7631,3.8015,7.8486,-34.0711,
603993.SH,¬е—фов“µ,2013-05-13,2.542,2.519,2.5392,2.4758,2.5017,8249798,71447203,-0.0403,-1.5855,8.6605,4.1249,1738000000,N/A,44111921862.25,200000000,0,5076170525,45.0376,3.7413,7.7242,-33.5309,
603993.SH,¬е—фов“µ,2013-05-14,2.5017,2.4931,2.4931,2.4067,2.4182,8776346,74172639,-0.0835,-3.3372,8.4514,4.3882,1680000000,N/A,42639832410,200000000,0,5076170525,43.5346,3.6164,7.4664,-32.4119,
603993.SH,¬е—фов“µ,2013-05-15,2.4182,2.4326,2.447,2.4096,2.4326,5170000,43535156,0.0144,0.5952,8.4207,2.585,1690000000,N/A,42893640936.25,200000000,0,5076170525,43.7937,3.6379,7.5108,-32.6048,
603993.SH,¬е—фов“µ,2013-05-16,2.4326,2.4355,2.4586,2.3751,2.4499,8090639,68207406,0.0173,0.7101,8.4304,4.0453,1702000000,N/A,43198211167.75,200000000,0,5076170525,44.1047,3.6638,7.5642,-32.8364,
603993.SH,¬е—фов“µ,2013-05-17,2.4499,2.4355,2.5161,2.4211,2.4989,11813321,101297373,0.0489,1.9976,8.5748,5.9067,1736000000,N/A,44061160157,200000000,0,5076170525,44.9857,3.737,7.7153,-33.4923,
603993.SH,¬е—фов“µ,2013-05-20,2.4989,2.5046,2.5564,2.4816,2.5305,13799671,120891120,0.0317,1.2673,8.7604,6.8998,1758000000,N/A,44619538914.75,200000000,0,5076170525,45.5558,3.7843,7.8131,-33.9168,
603993.SH,¬е—фов“µ,2013-05-21,2.5305,2.5305,2.614,2.5219,2.6083,19747550,175945545,0.0777,3.0717,8.9097,9.8738,1812000000,N/A,45990104956.5,200000000,0,5076170525,46.9552,3.9006,8.053,-34.9586,
603993.SH,¬е—фов“µ,2013-05-22,2.6083,2.6025,2.6457,2.5536,2.5823,16987503,153024705,-0.0259,-0.9934,9.0081,8.4938,1794000000,N/A,45533249609.25,200000000,0,5076170525,46.4887,3.8618,7.9731,-34.6113,
603993.SH,¬е—фов“µ,2013-05-23,2.5823,2.5651,2.5795,2.5104,2.5392,11257454,99333287,-0.0432,-1.6722,8.8238,5.6287,1764000000,N/A,44771824030.5,200000000,0,5076170525,45.7113,3.7972,7.8397,-34.0325,
603993.SH,¬е—фов“µ,2013-05-24,2.5392,2.5219,2.637,2.5219,2.6313,20406705,184230915,0.0921,3.6281,9.028,10.2034,1828000000,N/A,46396198598.5,200000000,0,5076170525,47.3698,3.935,8.1242,-35.2673,
603993.SH,¬е—фов“µ,2013-05-27,2.6313,2.7061,2.7349,2.6486,2.6687,27501619,256365769,0.0374,1.4223,9.3218,13.7508,1854000000,N/A,47056100766.75,200000000,0,5076170525,48.0435,3.991,8.2397,-35.7689,
603993.SH,¬е—фов“µ,2013-05-28,2.6687,2.6716,2.7205,2.6543,2.7033,19451325,182431871,0.0345,1.2945,9.3789,9.7257,1878000000,N/A,47665241229.75,200000000,0,5076170525,48.6654,4.0426,8.3464,-36.2319,
603993.SH,¬е—фов“µ,2013-05-29,2.7033,2.7177,2.7292,2.6514,2.6572,14050501,130409299,-0.0461,-1.7039,9.2815,7.0253,1846000000,N/A,46853053945.75,200000000,0,5076170525,47.8362,3.9738,8.2042,-35.6145,
603993.SH,¬е—фов“µ,2013-05-30,2.6572,2.6486,2.6745,2.6083,2.6457,11934709,109167578,-0.0115,-0.4334,9.1471,5.9674,1838000000,N/A,46650007124.75,200000000,0,5076170525,47.6289,3.9565,8.1686,-35.4602,
603993.SH,¬е—фов“µ,2013-05-31,2.6457,2.6514,2.6889,2.6169,2.6198,9360660,86258211,-0.0259,-0.9793,9.215,4.6803,1820000000,N/A,46193151777.5,200000000,0,5076170525,47.1625,3.9178,8.0886,-35.1129,
603993.SH,¬е—фов“µ,2013-06-03,2.6198,2.6111,2.6399,2.5708,2.5881,7757319,70245225,-0.0317,-1.2088,9.0553,3.8787,1798000000,N/A,45634773019.75,200000000,0,5076170525,46.5924,3.8704,7.9908,-34.6885,
603993.SH,¬е—фов“µ,2013-06-04,2.5881,2.5967,2.6198,2.542,2.5593,6968725,62467274,-0.0288,-1.1123,8.9639,3.4844,1778000000,N/A,45127155967.25,200000000,0,5076170525,46.0741,3.8274,7.9019,-34.3026,
603993.SH,¬е—фов“µ,2013-06-05,2.5593,2.5622,2.614,2.5564,2.6111,6018174,54025787,0.0518,2.0247,8.9771,3.0091,1814000000,N/A,46040866661.75,200000000,0,5076170525,47.007,3.9049,8.0619,-34.9972,
603993.SH,¬е—фов“µ,2013-06-06,2.6111,2.614,2.614,2.5046,2.5075,6926997,61587675,-0.1036,-3.9691,8.891,3.4635,1742000000,N/A,44213445272.75,200000000,0,5076170525,45.1412,3.7499,7.7419,-33.6081,
603993.SH,¬е—фов“µ,2013-06-07,2.5075,2.5219,2.5392,2.4125,2.4298,7253752,61985255,-0.0777,-3.0999,8.5453,3.6269,1688000000,N/A,42842879231,200000000,0,5076170525,43.7419,3.6336,7.502,-32.5663,
603993.SH,¬е—фов“µ,2013-06-13,2.4298,2.3952,2.3952,2.257,2.352,6817102,54666338,-0.0777,-3.1991,8.019,3.4086,1634000000,N/A,41472313189.25,200000000,0,5076170525,42.3426,3.5174,7.262,-31.5245,
603993.SH,¬е—фов“µ,2013-06-14,2.352,2.3492,2.4413,2.329,2.3981,6062849,49986295,0.0461,1.9584,8.2447,3.0314,1666000000,N/A,42284500473.25,200000000,0,5076170525,43.1718,3.5863,7.4042,-32.1418,
603993.SH,¬е—фов“µ,2013-06-17,2.3981,2.4182,2.4672,2.4067,2.4413,7162751,60801179,0.0432,1.8007,8.4885,3.5814,1696000000,N/A,43045926052,200000000,0,5076170525,43.9492,3.6509,7.5375,-32.7206,
603993.SH,¬е—фов“µ,2013-06-18,2.4413,2.4413,2.4845,2.4039,2.4442,4634222,39371647,0.0029,0.1179,8.4958,2.3171,1698000000,N/A,43096687757.25,200000000,0,5076170525,44.001,3.6552,7.5464,-32.7592,
603993.SH,¬е—фов“µ,2013-06-19,2.4442,2.4413,2.4413,2.3463,2.3981,3823504,31715618,-0.0461,-1.8846,8.2949,1.9118,1666000000,N/A,42284500473.25,200000000,0,5076170525,43.1718,3.5863,7.4042,-32.1418,
603993.SH,¬е—фов“µ,2013-06-20,2.3981,2.3751,2.3751,2.2801,2.2916,4580941,36976550,-0.1065,-4.4418,8.0718,2.2905,1592000000,N/A,40406317379,200000000,0,5076170525,41.2542,3.427,7.0753,-30.7142,
603993.SH,¬е—фов“µ,2013-06-21,2.2916,2.2426,2.2887,2.1879,2.257,3787155,29548810,-0.0345,-1.5075,7.8024,1.8936,1568000000,N/A,39797176916,200000000,0,5076170525,40.6323,3.3753,6.9686,-30.2511,
603993.SH,¬е—фов“µ,2013-06-24,2.257,2.2599,2.2829,2.0325,2.0382,5847443,43170904,-0.2188,-9.6939,7.3829,2.9237,1416000000,N/A,35939287317,200000000,0,5076170525,36.6934,3.0481,6.2931,-27.3186,
603993.SH,¬е—фов“µ,2013-06-25,2.0382,2.0177,2.0441,1.8362,2.0119,6867639,45837952,-0.0264,-1.2931,6.6745,3.4338,1374000000,N/A,34873291506.75,200000000,0,5076170525,35.6051,2.9577,6.1065,-26.5083,
603993.SH,¬е—фов“µ,2013-06-26,2.0119,2.0177,2.0734,1.965,2.05,7718171,53141413,0.0381,1.8923,6.8852,3.8591,1400000000,N/A,35533193675,200000000,0,5076170525,36.2788,3.0137,6.222,-27.0099,
603993.SH,¬е—фов“µ,2013-06-27,2.05,2.0324,2.0792,1.9328,1.9533,8577142,59366174,-0.0966,-4.7143,6.9214,4.2886,1334000000,N/A,33858057401.75,200000000,0,5076170525,34.5685,2.8716,5.9287,-25.7366,
603993.SH,¬е—фов“µ,2013-06-28,1.9533,1.9416,2.0382,1.886,1.9621,8852817,59059169,0.0088,0.4498,6.6712,4.4264,1340000000,N/A,34010342517.5,200000000,0,5076170525,34.724,2.8845,5.9553,-25.8524,
603993.SH,¬е—фов“µ,2013-07-01,1.9621,1.9475,2.0002,1.9328,2.0002,6333613,42755188,0.0381,1.9403,6.7505,3.1668,1366000000,N/A,34670244685.75,200000000,0,5076170525,35.3978,2.9405,6.0709,-26.354,
603993.SH,¬е—фов“µ,2013-07-02,2.0002,2.009,2.0236,1.9738,2.009,5747582,39229210,0.0088,0.4392,6.8253,2.8738,1372000000,N/A,34822529801.5,200000000,0,5076170525,35.5532,2.9534,6.0976,-26.4697,
603993.SH,¬е—фов“µ,2013-07-03,2.009,1.9914,1.9943,1.9299,1.9562,5435237,36285348,-0.0527,-2.6239,6.6759,2.7176,1336000000,N/A,33908819107,200000000,0,5076170525,34.6204,2.8759,5.9376,-25.7752,
603993.SH,¬е—фов“µ,2013-07-04,1.9562,1.9475,2.1525,1.9211,2.129,20722750,147585307,0.1728,8.8323,7.1219,10.3614,1454000000,N/A,36903759716.75,200000000,0,5076170525,37.6781,3.1299,6.462,-28.0517,
603993.SH,¬е—фов“µ,2013-07-05,2.129,2.0822,2.1466,2.0675,2.0792,14063905,100858373,-0.0498,-2.3384,7.1714,7.032,1420000000,N/A,36040810727.5,200000000,0,5076170525,36.7971,3.0567,6.3109,-27.3958,
603993.SH,¬е—фов“µ,2013-07-08,2.0792,2.0324,2.0324,1.927,1.9416,7562211,50965598,-0.1376,-6.6197,6.7395,3.7811,1326000000,N/A,33655010580.75,200000000,0,5076170525,34.3612,2.8544,5.8931,-25.5823,
603993.SH,¬е—фов“µ,2013-07-09,1.9416,1.9387,1.9972,1.9299,1.968,4178599,28075256,0.0264,1.3575,6.7188,2.0893,1344000000,N/A,34111865928,200000000,0,5076170525,34.8277,2.8931,5.9731,-25.9295,
603993.SH,¬е—фов“µ,2013-07-10,1.968,1.9738,2.1027,1.9533,2.088,9340948,65149957,0.1201,6.1012,6.9747,4.6705,1426000000,N/A,36193095843.25,200000000,0,5076170525,36.9526,3.0696,6.3376,-27.5115,
603993.SH,¬е—фов“µ,2013-07-11,2.088,2.088,2.1934,2.0705,2.1495,15363765,112427299,0.0615,2.9453,7.3177,7.6819,1468000000,N/A,37259091653.5,200000000,0,5076170525,38.0409,3.1601,6.5242,-28.3218,
603993.SH,¬е—фов“µ,2013-07-12,2.1495,2.1349,2.2608,2.0939,2.1583,17390136,127962453,0.0088,0.4087,7.3583,8.6951,1474000000,N/A,37411376769.25,200000000,0,5076170525,38.1964,3.173,6.5509,-28.4376,
603993.SH,¬е—фов“µ,2013-07-15,2.1583,2.132,2.1905,2.1115,2.1612,10774956,79230480,0.0029,0.1357,7.3532,5.3875,1476000000,N/A,37462138474.5,200000000,0,5076170525,38.2482,3.1773,6.5598,-28.4762,
603993.SH,¬е—фов“µ,2013-07-16,2.1612,2.1466,2.1788,2.1349,2.1671,7257812,53576072,0.0059,0.271,7.3818,3.6289,1480000000,N/A,37563661885,200000000,0,5076170525,38.3519,3.1859,6.5775,-28.5534,
603993.SH,¬е—фов“µ,2013-07-17,2.1671,2.1642,2.1993,2.1056,2.1085,8380992,61510040,-0.0586,-2.7027,7.3392,4.1905,1440000000,N/A,36548427780,200000000,0,5076170525,37.3154,3.0998,6.3998,-27.7816,
603993.SH,¬е—фов“µ,2013-07-18,2.1085,2.0968,2.1378,2.0646,2.0734,6281624,44890564,-0.0351,-1.6667,7.1463,3.1408,1416000000,N/A,35939287317,200000000,0,5076170525,36.6934,3.0481,6.2931,-27.3186,
603993.SH,¬е—фов“µ,2013-07-19,2.0734,2.0705,2.1027,1.9767,1.9797,7077851,49378434,-0.0937,-4.5198,6.9765,3.5389,1352000000,N/A,34314912749,200000000,0,5076170525,35.035,2.9104,6.0087,-26.0839,
603993.SH,¬е—фов“µ,2013-07-22,1.9797,1.9738,2.0207,1.9533,2.0177,4647208,31705630,0.0381,1.9231,6.8225,2.3236,1378000000,N/A,34974814917.25,200000000,0,5076170525,35.7087,2.9663,6.1242,-26.5855,
603993.SH,¬е—фов“µ,2013-07-23,2.0177,2.047,2.1173,2.0295,2.1027,7327415,52259543,0.0849,4.209,7.1321,3.6637,1436000000,N/A,36446904369.5,200000000,0,5076170525,37.2117,3.0912,6.382,-27.7045,
603993.SH,¬е—фов“µ,2013-07-24,2.1027,2.1027,2.1085,2.05,2.1027,6753180,48029729,0,0,7.1122,3.3766,1436000000,N/A,36446904369.5,200000000,0,5076170525,37.2117,3.0912,6.382,-27.7045,
603993.SH,¬е—фов“µ,2013-07-25,2.1027,2.1027,2.1788,2.0822,2.1349,11391589,82992400,0.0322,1.532,7.2854,5.6958,1458000000,N/A,37005283127.25,200000000,0,5076170525,37.7818,3.1385,6.4798,-28.1289,
603993.SH,¬е—фов“µ,2013-07-26,2.1349,2.132,2.1964,2.0587,2.1349,12210745,89099426,0,0,7.2968,6.1054,1458000000,N/A,37005283127.25,200000000,0,5076170525,37.7818,3.1385,6.4798,-28.1289,
603993.SH,¬е—фов“µ,2013-07-29,2.1349,2.1349,2.1349,2.1349,2.1349,N/A,N/A,0,0,N/A,N/A,1458000000,N/A,37005283127.25,200000000,0,5076170525,37.7818,3.1385,6.4798,-28.1289,
603993.SH,¬е—фов“µ,2013-07-30,2.1349,2.1349,2.1349,2.1349,2.1349,N/A,N/A,0,0,N/A,N/A,1458000000,N/A,37005283127.25,200000000,0,5076170525,37.7818,3.1385,6.4798,-28.1289,
603993.SH,¬е—фов“µ,2013-07-31,2.1349,2.2813,2.3428,2.1466,2.1788,18435951,140806612,0.0439,2.0576,7.6376,9.218,1488000000,N/A,37766708706,200000000,0,5076170525,38.5592,3.2031,6.6131,-28.7077,
603993.SH,¬е—фов“µ,2013-08-01,2.1788,2.1378,2.2432,2.132,2.2022,9970268,74579801,0.0234,1.0753,7.4802,4.9851,1504000000,N/A,38172802348,200000000,0,5076170525,38.9738,3.2376,6.6842,-29.0164,
603993.SH,¬е—фов“µ,2013-08-02,2.2022,2.1934,2.2198,2.1466,2.1525,8985338,66686458,-0.0498,-2.2606,7.4217,4.4927,1470000000,N/A,37309853358.75,200000000,0,5076170525,38.0928,3.1644,6.5331,-28.3604,
603993.SH,¬е—фов“µ,2013-08-05,2.1525,2.1349,2.1671,2.129,2.1671,5180644,38054114,0.0146,0.6803,7.3454,2.5903,1480000000,N/A,37563661885,200000000,0,5076170525,38.3519,3.1859,6.5775,-28.5534,
603993.SH,¬е—фов“µ,2013-08-06,2.1671,2.1671,2.1876,2.132,2.1759,7814575,57622502,0.0088,0.4054,7.3737,3.9073,1486000000,N/A,37715947000.75,200000000,0,5076170525,38.5074,3.1988,6.6042,-28.6691,
603993.SH,¬е—фов“µ,2013-08-07,2.1759,2.1612,2.1934,2.1378,2.1407,6689464,49303530,-0.0351,-1.6151,7.3703,3.3447,1462000000,N/A,37106806537.75,200000000,0,5076170525,37.8855,3.1471,6.4975,-28.2061,
603993.SH,¬е—фов“µ,2013-08-08,2.1407,2.1378,2.173,2.1378,2.1466,5011526,36897065,0.0059,0.2736,7.3624,2.5058,1466000000,N/A,37208329948.25,200000000,0,5076170525,37.9891,3.1558,6.5153,-28.2833,
603993.SH,¬е—фов“µ,2013-08-09,2.1466,2.1642,2.2784,2.1554,2.2198,18258458,138245552,0.0732,3.4106,7.5716,9.1292,1516000000,N/A,38477372579.5,200000000,0,5076170525,39.2848,3.2634,6.7375,-29.2479,
603993.SH,¬е—фов“µ,2013-08-12,2.2198,2.2198,2.4189,2.1817,2.3457,25586417,201172226,0.1259,5.6728,7.8625,12.7932,1602000000,N/A,40660125905.25,200000000,0,5076170525,41.5133,3.4485,7.1197,-30.9071,
603993.SH,¬е—фов“µ,2013-08-13,2.3457,2.3135,2.3311,2.2813,2.3106,13661352,107401199,-0.0351,-1.4981,7.8617,6.8307,1578000000,N/A,40050985442.25,200000000,0,5076170525,40.8914,3.3968,7.0131,-30.4441,
603993.SH,¬е—фов“µ,2013-08-14,2.3106,2.3164,2.3457,2.252,2.2725,10459230,82180435,-0.0381,-1.6477,7.8572,5.2296,1552000000,N/A,39391083274,200000000,0,5076170525,40.2177,3.3409,6.8975,-29.9424,
603993.SH,¬е—фов“µ,2013-08-15,2.2725,2.2784,2.3047,2.2257,2.2374,7360253,56892248,-0.0351,-1.5464,7.7297,3.6801,1528000000,N/A,38781942811,200000000,0,5076170525,39.5957,3.2892,6.7909,-29.4794,
603993.SH,¬е—фов“µ,2013-08-16,2.2374,2.2286,2.3633,2.1964,2.1964,9597705,74068251,-0.041,-1.8325,7.7173,4.7989,1500000000,N/A,38071278937.5,200000000,0,5076170525,38.8702,3.2289,6.6664,-28.9392,
603993.SH,¬е—фов“µ,2013-08-19,2.1964,2.173,2.2491,2.1671,2.2374,5838167,44138993,0.041,1.8667,7.5604,2.9191,1528000000,N/A,38781942811,200000000,0,5076170525,39.5957,3.2892,6.7909,-29.4794,
603993.SH,¬е—фов“µ,2013-08-20,2.2374,2.2374,2.2462,2.1847,2.1964,5990142,45280494,-0.041,-1.8325,7.5592,2.9951,1500000000,N/A,38071278937.5,200000000,0,5076170525,38.8702,3.2289,6.6664,-28.9392,
603993.SH,¬е—фов“µ,2013-08-21,2.1964,2.2081,2.2227,2.1817,2.2139,3674835,27655781,0.0176,0.8,7.5257,1.8374,1512000000,N/A,38375849169,200000000,0,5076170525,39.1811,3.2548,6.7198,-29.1707,
603993.SH,¬е—фов“µ,2013-08-22,2.2139,2.2139,2.2257,2.173,2.1788,4545725,34145413,-0.0351,-1.5873,7.5115,2.2729,1488000000,N/A,37766708706,200000000,0,5076170525,38.5592,3.2031,6.6131,-28.7077,
603993.SH,¬е—фов“µ,2013-08-23,2.1788,2.1964,2.2198,2.1085,2.1466,5567580,41219862,-0.0322,-1.4785,7.4036,2.7838,1466000000,N/A,37208329948.25,200000000,0,5076170525,39.8153,3.2125,6.5153,-28.2833,
603993.SH,¬е—фов“µ,2013-08-26,2.1466,2.1876,2.2169,2.173,2.2139,5824828,43766864,0.0674,3.1378,7.5138,2.9124,1512000000,N/A,38375849169,200000000,0,5076170525,41.0647,3.3133,6.7198,-29.1707,
603993.SH,¬е—фов“µ,2013-08-27,2.2139,2.2315,2.2637,2.2052,2.2462,6783267,51854145,0.0322,1.455,7.6444,3.3916,1534000000,N/A,38934227926.75,200000000,0,5076170525,41.6622,3.3615,6.8175,-29.5952,
603993.SH,¬е—фов“µ,2013-08-28,2.2462,2.2257,2.3252,2.2198,2.2989,16010870,125341716,0.0527,2.3468,7.8285,8.0054,1570000000,N/A,39847938621.25,200000000,0,5076170525,42.6399,3.4404,6.9775,-30.2897,
603993.SH,¬е—фов“µ,2013-08-29,2.2989,2.2842,2.2842,2.2139,2.2696,9279556,71216872,-0.0293,-1.2739,7.6746,4.6398,1550000000,N/A,39340321568.75,200000000,0,5076170525,42.0967,3.3966,6.8886,-29.9039,
