代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
300142.SZ,沃森生物,2010-11-12,N/A,10.431,10.9873,9.3969,9.4818,15233849,2209058415.2,2.8755,43.5263,145.0099,76.1692,2727000000,N/A,13635000000,20000000,0,100000000,178.6291,49.2686,57.0193,243.7116,
300142.SZ,沃森生物,2010-11-15,9.4818,9.5965,10.1041,9.4825,10.0854,6545866,927417532.6,0.6036,6.366,141.6799,32.7293,2900600000,N/A,14503000000,20000000,0,100000000,190.0005,52.405,60.6491,259.2262,
300142.SZ,沃森生物,2010-11-16,10.0854,10.3754,10.4296,9.4018,9.6431,5409290,779615061.7,-0.4423,-4.3853,144.1252,27.0465,2773400000,N/A,13867000000,20000000,0,100000000,181.6685,50.1069,57.9894,247.8584,
300142.SZ,沃森生物,2010-11-17,9.6431,9.3183,10.0819,9.214,9.7766,3282658,460004900,0.1335,1.3846,140.1318,16.4133,2811800000,N/A,14059000000,20000000,0,100000000,184.1838,50.8007,58.7924,251.2902,
300142.SZ,沃森生物,2010-11-18,9.7766,9.7773,10.4303,9.7015,10.3336,3221231,469809441.1,0.557,5.6974,145.8478,16.1062,2972000000,N/A,14860000000,20000000,0,100000000,194.6775,53.695,62.142,265.6072,
300142.SZ,沃森生物,2010-11-19,10.3336,10.5005,10.6765,10.2238,10.5909,2712968,407986674.3,0.2573,2.4899,150.3839,13.5648,3046000000,N/A,15230000000,20000000,0,100000000,199.5248,55.032,63.6893,272.2206,
300142.SZ,沃森生物,2010-11-22,10.5909,10.431,10.7057,10.1028,10.1146,3617457,539276368.2,-0.4763,-4.4977,149.0761,18.0873,2909000000,N/A,14545000000,20000000,0,100000000,190.5508,52.5568,60.8247,259.9769,
300142.SZ,沃森生物,2010-11-23,10.1146,9.9984,10.2571,9.8065,10.0833,1652072,238020913.2,-0.0313,-0.3094,144.0742,8.2604,2900000000,N/A,14500000000,20000000,0,100000000,189.9612,52.3942,60.6365,259.1726,
300142.SZ,沃森生物,2010-11-24,10.0833,10.0221,10.3559,9.9755,10.278,1337408,196301581.6,0.1947,1.931,146.7776,6.687,2956000000,N/A,14780000000,20000000,0,100000000,193.6295,53.4059,61.8075,264.1773,
300142.SZ,沃森生物,2010-11-25,10.278,10.2606,10.326,9.9512,10.1528,1876948,272639065.3,-0.1252,-1.2179,145.2566,9.3847,2920000000,N/A,14600000000,20000000,0,100000000,191.2713,52.7555,61.0547,260.96,
