代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
601857.SH,中国石油,2007-11-05,N/A,30.0298,30.0421,25.7663,27.1627,1547499487,69991387080,16.8439,163.2335,45.2287,51.5833,131880000000,N/A,8045602184879.28,3000000000,0,183020977818,59.0594,13.6491,11.6776,-248.7356,
601857.SH,中国石油,2007-11-06,27.1627,25.5809,26.1988,24.5923,24.7097,342977820,14000246724,-2.4531,-9.0309,40.8197,11.4326,119970000000,N/A,7319008902941.82,3000000000,0,183020977818,53.7258,12.4165,10.623,-226.2725,
601857.SH,中国石油,2007-11-07,24.7097,24.5305,25.1669,23.6531,24.9816,216618870,8575266758,0.2719,1.1003,39.5869,7.2206,121290000000,N/A,7399538133181.74,3000000000,0,183020977818,54.3169,12.5531,10.7399,-228.7621,
601857.SH,中国石油,2007-11-08,24.9816,24.2216,24.5614,23.4801,23.5975,140050961,5447044938,-1.3841,-5.5404,38.8933,4.6684,114570000000,N/A,6989571142869.42,3000000000,0,183020977818,51.3075,11.8576,10.1448,-216.0876,
601857.SH,中国石油,2007-11-09,23.5975,23.3874,23.7211,22.6521,23.5913,143226603,5379485005,-0.0062,-0.0262,37.5593,4.7742,114540000000,N/A,6987740933091.24,3000000000,0,183020977818,51.2941,11.8545,10.1422,-216.0311,
601857.SH,中国石油,2007-11-12,23.5913,22.856,23.3256,22.2443,22.5223,106270767,3907920427,-1.069,-4.5312,36.7732,3.5424,109350000000,N/A,6671114641466.1,3000000000,0,183020977818,48.9699,11.3174,9.6826,-206.2423,
601857.SH,中国石油,2007-11-13,22.5223,22.8931,23.443,22.5532,22.8807,110540452,4127364967,0.3584,1.5912,37.3381,3.6847,111090000000,N/A,6777266808600.54,3000000000,0,183020977818,49.7491,11.4974,9.8367,-209.5241,
601857.SH,中国石油,2007-11-14,22.8807,23.3132,24.4378,22.8622,24.0238,117135044,4484086383,1.1431,4.9959,38.2813,3.9045,116640000000,N/A,7115855617563.84,3000000000,0,183020977818,52.2345,12.0718,10.3281,-219.9918,
601857.SH,中国石油,2007-11-15,24.0238,23.6655,23.789,23.3565,23.4245,78225681,2978170979,-0.5994,-2.4949,38.0715,2.6075,113730000000,N/A,6938325269080.38,3000000000,0,183020977818,50.9313,11.7707,10.0705,-214.5033,
601857.SH,中国石油,2007-11-16,23.4245,23.1402,24.1289,22.8807,23.9868,100419881,3874135409,0.5623,2.4004,38.5794,3.3473,116460000000,N/A,7104874358894.76,3000000000,0,183020977818,52.1539,12.0532,10.3122,-219.6523,
