date,open,high,low,close,volume,zchange,zAVG,zturnover,zPER,zPBR,zPSR,zPCFR
2003-07-25,2.2989,2.3694,2.2048,2.2813,588100167.0,43.7037,3.8864,58.81,33.0612,1.9081,0.9425,14.2964
2003-07-28,2.2577,2.3342,2.2283,2.3048,103590240.0,1.0309,3.8833,10.359,33.4021,1.9278,0.9522,14.4438
2003-07-29,2.2989,2.3342,2.2871,2.3048,50648940.0,0.0,3.9225,5.0649,33.4021,1.9278,0.9522,14.4438
2003-07-30,2.3048,2.4165,2.293,2.3988,130837082.0,4.0816,4.011,13.0837,34.7654,2.0065,0.9911,15.0333
2003-07-31,2.3812,2.4165,2.3694,2.3812,76104439.0,-0.7353,4.0728,7.6104,34.5098,1.9917,0.9838,14.9228
2003-08-01,2.3812,2.3812,2.3459,2.3636,48447094.0,-0.7407,4.0131,4.8447,34.2541,1.977,0.9765,14.8122
2003-08-04,2.3459,2.3988,2.3283,2.3694,40218038.0,0.2488,4.0342,4.0218,34.3394,1.9819,0.9789,14.8491
2003-08-05,2.3694,2.3694,2.34,2.3577,24909656.0,-0.4963,3.9982,2.491,34.1689,1.972,0.9741,14.7754
2003-08-06,2.3518,2.3577,2.34,2.34,17821526.0,-0.7481,3.9917,1.7822,33.9133,1.9573,0.9668,14.6649
2003-08-07,2.34,2.3988,2.34,2.3518,32313362.0,0.5025,4.0323,3.2313,34.0837,1.9671,0.9717,14.7386
2003-08-08,2.3518,2.3577,2.293,2.3048,53276340.0,-2.0,3.9358,5.3276,33.4021,1.9278,0.9522,14.4438
2003-08-11,2.293,2.3165,2.2813,2.3107,17734477.0,0.2551,3.9043,1.7734,33.4873,1.9327,0.9547,14.4806
2003-08-12,2.3107,2.3459,2.2989,2.3283,22567066.0,0.7634,3.9593,2.2567,33.7429,1.9474,0.9619,14.5912
2003-08-13,2.3283,2.34,2.2989,2.2989,16331589.0,-1.2626,3.9388,1.6332,33.3168,1.9229,0.9498,14.4069
2003-08-14,2.2989,2.3283,2.2754,2.2871,23888816.0,-0.5115,3.9072,2.3889,33.1464,1.913,0.9449,14.3332
2003-08-15,2.2813,2.3107,2.2754,2.2813,29884373.0,-0.2571,3.8945,2.9884,33.0612,1.9081,0.9425,14.2964
2003-08-18,2.2813,2.3342,2.2754,2.3107,39758566.0,1.2887,3.9352,3.9759,33.4873,1.9327,0.9547,14.4806
2003-08-19,2.3107,2.3459,2.2989,2.3283,19575210.0,0.7634,3.9573,1.9575,33.7429,1.9474,0.9619,14.5912
2003-08-20,2.3224,2.3342,2.3048,2.3224,15871140.0,-0.2525,3.9401,1.5871,33.6577,1.9425,0.9595,14.5543
2003-08-21,2.34,2.3871,2.3283,2.3694,63059566.0,2.0253,4.007,6.306,34.3394,1.9819,0.9789,14.8491
2003-08-22,2.3694,2.3871,2.3518,2.3636,21994287.0,-0.2481,4.0274,2.1994,34.2541,1.977,0.9765,14.8122
2003-08-25,2.3518,2.3636,2.34,2.3577,15149548.0,-0.2488,3.9971,1.515,34.1689,1.972,0.9741,14.7754
2003-08-26,2.3518,2.3694,2.3342,2.34,26502434.0,-0.7481,3.9985,2.6502,33.9133,1.9573,0.9668,14.6649
2003-08-27,2.34,2.3459,2.3107,2.3224,21165608.0,-0.7538,3.9569,2.1166,33.6577,1.9425,0.9595,14.5543
2003-08-28,2.3224,2.3283,2.3107,2.3165,9440552.0,-0.2532,3.9449,0.9441,33.5725,1.9376,0.9571,14.5175
2003-08-29,2.3048,2.34,2.3048,2.34,12547840.0,1.0152,3.9599,1.2548,33.9133,2.2522,0.9668,14.6649
2003-09-01,2.34,2.44,2.3224,2.4047,52407634.0,2.7638,4.0753,5.2408,34.8506,2.3145,0.9935,15.0702
2003-09-02,2.4047,2.4165,2.3694,2.3812,32329712.0,-0.978,4.0683,3.233,34.5098,2.2918,0.9838,14.9228
2003-09-03,2.3871,2.3988,2.3459,2.3694,15789109.0,-0.4938,4.0207,1.5789,34.3394,2.2805,0.9789,14.8491
2003-09-04,2.3694,2.3988,2.3636,2.3694,10158688.0,0.0,4.0407,1.0159,34.3394,2.2805,0.9789,14.8491
2003-09-05,2.3694,2.3753,2.3224,2.3459,19278623.0,-0.9926,3.9793,1.9279,33.9985,2.2579,0.9692,14.7017
2003-09-08,2.34,2.3577,2.3224,2.3577,7311437.0,0.5013,3.9766,0.7311,34.1689,2.2692,0.9741,14.7754
2003-09-09,2.3518,2.3518,2.293,2.3048,56575667.0,-2.2444,3.9263,5.6576,33.4021,2.2183,0.9522,14.4438
2003-09-10,2.293,2.3107,2.2754,2.2989,16031897.0,-0.2551,3.8917,1.6032,33.3168,2.2126,0.9498,14.4069
2003-09-11,2.293,2.3107,2.2871,2.2989,7031731.0,0.0,3.909,0.7032,33.3168,2.2126,0.9498,14.4069
2003-09-12,2.3107,2.3107,2.2754,2.2813,9754937.0,-0.7673,3.8829,0.9755,33.0612,2.1956,0.9425,14.2964
2003-09-15,2.2754,2.2989,2.2754,2.2813,5944988.0,0.0,3.888,0.5945,33.0612,2.1956,0.9425,14.2964
2003-09-16,2.2754,2.2813,2.2225,2.2577,27176255.0,-1.0309,3.8196,2.7176,32.7204,2.173,0.9328,14.149
2003-09-17,2.2577,2.2636,2.2048,2.2225,20479569.0,-1.5625,3.7846,2.048,32.2091,2.139,0.9182,13.9279
2003-09-18,2.2225,2.2577,2.2166,2.2401,6974537.0,0.7937,3.8067,0.6975,32.4648,2.156,0.9255,14.0385
2003-09-19,2.2342,2.2577,2.2342,2.2519,4806501.0,0.5249,3.8119,0.4807,32.6352,2.1673,0.9304,14.1122
2003-09-22,2.2636,2.2695,2.2283,2.2519,4290553.0,0.0,3.8208,0.4291,32.6352,2.1673,0.9304,14.1122
2003-09-23,2.2519,2.2813,2.2283,2.2754,4963487.0,1.0444,3.8436,0.4963,32.976,2.19,0.9401,14.2596
2003-09-24,2.2813,2.293,2.2636,2.2754,3978447.0,0.0,3.8673,0.3978,32.976,2.19,0.9401,14.2596
2003-09-25,2.2695,2.2813,2.2401,2.2577,6952813.0,-0.7752,3.8487,0.6953,32.7204,2.173,0.9328,14.149
2003-09-26,2.2636,2.2871,2.2519,2.2636,6810657.0,0.2604,3.8631,0.6811,32.8056,2.1786,0.9352,14.1859
2003-09-29,2.2636,2.2871,2.2519,2.2695,8527711.0,0.2597,3.8654,0.8528,32.8908,2.1843,0.9376,14.2227
2003-09-30,2.2636,2.3107,2.2636,2.2871,13457387.0,0.7772,3.8999,1.3457,33.1464,2.2013,0.9449,14.3332
2003-10-08,2.2871,2.2989,2.2636,2.2813,3984293.0,-0.2571,3.8815,0.3984,33.0612,2.1956,0.9425,14.2964
2003-10-09,2.2754,2.3165,2.2695,2.2813,7073356.0,0.0,3.914,0.7073,33.0612,2.1956,0.9425,14.2964
2003-10-10,2.2813,2.3577,2.2754,2.34,26076401.0,2.5773,3.9729,2.6076,33.9133,2.2522,0.9668,14.6649
2003-10-13,2.34,2.3459,2.3048,2.3165,14909490.0,-1.005,3.9517,1.4909,33.5725,2.2296,0.9571,14.5175
2003-10-14,2.3224,2.3283,2.2989,2.3107,7905556.0,-0.2538,3.9373,0.7906,33.4873,2.2239,0.9547,14.4806
2003-10-15,2.3107,2.34,2.2989,2.3048,12539247.0,-0.2545,3.9401,1.2539,33.4021,2.2183,0.9522,14.4438
2003-10-16,2.3048,2.3165,2.2871,2.293,10135238.0,-0.5102,3.9065,1.0135,33.2316,2.2069,0.9474,14.3701
2003-10-17,2.2871,2.3342,2.2871,2.3165,10965440.0,1.0256,3.9283,1.0965,33.5725,2.2296,0.9571,14.5175
2003-10-20,2.3048,2.3283,2.2989,2.3165,11706220.0,0.0,3.9405,1.1706,33.5725,2.2296,0.9571,14.5175
2003-10-21,2.3107,2.3577,2.3048,2.3518,20494414.0,1.5228,3.9729,2.0494,34.0837,2.2635,0.9717,14.7386
2003-10-22,2.3518,2.3988,2.34,2.3753,36743114.0,1.0,4.0379,3.6743,34.4246,2.2862,0.9814,14.8859
2003-10-23,2.3753,2.3871,2.3342,2.34,15424410.0,-1.4851,4.0042,1.5424,33.9133,2.2522,0.9668,14.6649
2003-10-24,2.3342,2.3694,2.3283,2.3459,9527099.0,0.2513,3.9989,0.9527,33.9985,2.2579,0.9692,14.7017
2003-10-27,2.3459,2.3694,2.34,2.3636,11494229.0,0.7519,3.9989,1.1494,34.2541,2.2748,0.9765,14.8122
2003-10-28,2.3636,2.4459,2.3518,2.4224,66382255.0,2.4876,4.1082,6.6382,35.1062,2.3314,1.0008,15.1807
2003-10-29,2.4165,2.44,2.3871,2.4282,25778798.0,0.2427,4.1109,2.5779,35.1915,2.3371,1.0032,15.2176
2003-10-30,2.4106,2.4341,2.3753,2.3988,25733637.0,-1.2107,4.0931,2.5734,34.7654,1.6598,0.9911,15.0333
2003-10-31,2.393,2.5282,2.3812,2.4812,55814546.0,3.4314,4.205,5.5815,35.9583,1.7167,1.0251,15.5492
2003-11-03,2.4694,2.5282,2.4576,2.5047,37982473.0,0.9479,4.2605,3.7982,36.2992,1.733,1.0348,15.6966
2003-11-04,2.5047,2.6164,2.4812,2.4929,71918503.0,-0.4695,4.3498,7.1919,36.1288,1.7249,1.03,15.6229
2003-11-05,2.4929,2.5517,2.4812,2.5458,41333266.0,2.1226,4.2817,4.1333,36.8956,1.7615,1.0518,15.9545
