date,open,high,low,close,volume,zchange,zAVG,zturnover,zPER,zPBR,zPSR,zPCFR
2004-08-04,0.9206,0.9523,0.8901,0.9289,15775520.0,38.5417,14.4442,54.3983,29.0898,8.0873,0.9395,27.0535
2004-08-05,0.9111,0.9396,0.9035,0.9396,7802637.0,1.162,14.5853,26.9056,29.4278,8.1813,0.9504,27.3679
2004-08-06,0.9384,0.953,0.8971,0.9346,6083697.0,-0.5405,14.5754,20.9783,29.2687,8.1371,0.9453,27.22
2004-08-09,0.9168,0.9193,0.8616,0.8717,4360377.0,-6.7255,13.9848,15.0358,27.3002,7.5898,0.8817,25.3893
2004-08-10,0.8635,0.8781,0.8533,0.8704,2243114.0,-0.1457,13.6234,7.7349,27.2605,7.5788,0.8804,25.3523
2004-08-11,0.8711,0.8711,0.8127,0.8266,3462021.0,-5.0328,13.1223,11.938,25.8885,7.1974,0.8361,24.0764
2004-08-12,0.8184,0.8241,0.8044,0.8127,1822355.0,-1.6897,12.8196,6.284,25.4511,7.0757,0.822,23.6695
2004-08-13,0.8076,0.8279,0.7892,0.7904,1879090.0,-2.7344,12.6768,6.4796,24.7551,6.8823,0.7995,23.0223
2004-08-16,0.7816,0.7873,0.7181,0.7225,3136954.0,-8.5944,11.6537,10.8171,22.6276,6.2908,0.7308,21.0437
2004-08-17,0.7155,0.7333,0.7073,0.7149,1469240.0,-1.0545,11.3571,5.0663,22.389,6.2244,0.7231,20.8218
2004-08-18,0.7111,0.7174,0.687,0.6882,2258758.0,-3.73,10.9405,7.7888,21.5539,5.9923,0.6961,20.0451
2004-08-19,0.6774,0.6984,0.6736,0.6908,1551785.0,0.369,10.8004,5.351,21.6334,6.0144,0.6987,20.1191
2004-08-20,0.6952,0.7047,0.68,0.6952,1132892.0,0.6434,10.9165,3.9065,21.7726,6.0531,0.7032,20.2485
2004-08-23,0.6831,0.6851,0.6476,0.6514,1523263.0,-6.3014,10.4013,5.2526,20.4006,5.6716,0.6589,18.9726
2004-08-24,0.6546,0.6704,0.6393,0.6616,1367954.0,1.5595,10.404,4.7171,20.7188,5.7601,0.6691,19.2685
2004-08-25,0.6597,0.666,0.6412,0.666,999015.0,0.6718,10.3213,3.4449,20.8579,5.7988,0.6736,19.3979
2004-08-26,0.666,0.6692,0.6381,0.6381,1501854.0,-4.1945,10.2569,5.1788,19.9831,5.5556,0.6454,18.5843
2004-08-27,0.6539,0.6768,0.6476,0.6641,2549254.0,4.0796,10.4795,8.7905,20.7983,5.0616,0.6717,19.3424
2004-08-30,0.6584,0.7206,0.6539,0.6908,3015096.0,4.0153,10.9495,10.3969,21.6334,5.2648,0.6987,20.1191
2004-08-31,0.7174,0.727,0.6952,0.6958,3152117.0,0.7353,11.1417,10.8694,21.7925,5.3035,0.7038,20.267
2004-09-01,0.6857,0.692,0.6768,0.6793,1196354.0,-2.3723,10.7626,4.1254,21.2755,5.1777,0.6871,19.7862
2004-09-02,0.6768,0.6939,0.6666,0.692,1318589.0,1.8692,10.7101,4.5469,21.6732,5.2745,0.7,20.1561
2004-09-03,0.692,0.6946,0.6724,0.6768,828137.0,-2.2018,10.7483,2.8556,21.196,5.1584,0.6845,19.7123
2004-09-06,0.6768,0.6844,0.6704,0.6793,440016.0,0.3752,10.6653,1.5173,21.2755,5.1777,0.6871,19.7862
2004-09-07,0.6819,0.6863,0.6736,0.6825,373991.0,0.4673,10.7057,1.2896,21.3749,5.2019,0.6903,19.8787
2004-09-08,0.6806,0.6844,0.6724,0.6806,414525.0,-0.2791,10.6881,1.4294,21.3153,5.1874,0.6884,19.8232
2004-09-09,0.6736,0.6755,0.659,0.6616,714451.0,-2.7985,10.463,2.4636,20.7188,5.0422,0.6691,19.2685
2004-09-10,0.659,0.6692,0.6546,0.6647,469270.0,0.4798,10.4329,1.6182,20.8182,5.0664,0.6723,19.3609
2004-09-13,0.6635,0.6692,0.6393,0.6406,680318.0,-3.6294,10.1878,2.3459,20.0626,4.8826,0.6479,18.6582
2004-09-14,0.6476,0.6781,0.6476,0.666,1109500.0,3.9643,10.4726,3.8259,20.8579,5.0761,0.6736,19.3979
2004-09-15,0.666,0.7231,0.6584,0.7066,3472837.0,6.101,11.0277,11.9753,22.1305,5.3858,0.7147,20.5814
2004-09-16,0.7143,0.7416,0.7047,0.7308,4714240.0,3.4142,11.4284,16.256,22.8861,5.5697,0.7391,21.2841
2004-09-17,0.7308,0.7581,0.7143,0.7555,3442061.0,3.3884,11.5664,11.8692,23.6615,5.7584,0.7642,22.0053
2004-09-20,0.7619,0.779,0.7466,0.7733,3673137.0,2.3529,12.0237,12.666,24.2183,5.8939,0.7822,22.523
2004-09-21,0.7777,0.7993,0.7543,0.7822,3513005.0,1.1494,12.2343,12.1138,24.4967,5.9617,0.7911,22.7819
2004-09-22,0.7765,0.7936,0.7682,0.7809,3153655.0,-0.1623,12.3114,10.8747,24.4569,5.952,0.7899,22.7449
2004-09-23,0.7784,0.786,0.7466,0.7701,2438726.0,-1.3821,12.014,8.4094,24.1189,5.8697,0.7789,22.4306
2004-09-24,0.7758,0.8063,0.7428,0.7428,3647395.0,-3.5449,12.3867,12.5772,23.2639,5.6616,0.7513,21.6354
2004-09-27,0.7625,0.7739,0.7352,0.7384,1598504.0,-0.5983,11.8657,5.5121,23.1247,5.6278,0.7468,21.506
2004-09-28,0.7422,0.7549,0.7352,0.7441,908400.0,0.7739,11.7349,3.1324,23.3036,5.6713,0.7526,21.6724
2004-09-29,0.746,0.7606,0.7422,0.7479,836973.0,0.5119,11.8187,2.8861,23.4229,5.7003,0.7565,21.7834
2004-09-30,0.7479,0.7638,0.7365,0.7371,1049040.0,-1.4431,11.8068,3.6174,23.0849,5.6181,0.7456,21.469
2004-10-08,0.7377,0.7835,0.7377,0.7822,1980558.0,6.1154,12.0806,6.8295,24.4967,5.9617,0.7911,22.7819
2004-10-11,0.7917,0.8254,0.7746,0.7803,3605813.0,-0.2435,12.6051,12.4338,24.437,5.9471,0.7892,22.7264
2004-10-12,0.7803,0.7803,0.7803,0.7803,,0.0,,,24.437,5.9471,0.7892,22.7264
2004-10-13,0.7695,0.7866,0.7536,0.7682,1756476.0,-1.546,12.0876,6.0568,24.0592,5.8552,0.777,22.3751
2004-10-14,0.7701,0.7746,0.6914,0.6914,2343711.0,-10.0,11.21,8.0818,21.6533,5.2697,0.6993,20.1376
2004-10-15,0.6793,0.6863,0.6597,0.6743,1288520.0,-2.4793,10.5775,4.4432,21.1164,5.139,0.682,19.6383
2004-10-18,0.6717,0.6965,0.6717,0.687,883418.0,1.8832,10.8419,3.0463,21.5141,5.2358,0.6948,20.0082
2004-10-19,0.6946,0.7073,0.673,0.6743,802625.0,-1.8484,10.8515,2.7677,21.1164,5.139,0.682,19.6383
2004-10-20,0.6743,0.6838,0.6635,0.6819,471435.0,1.1299,10.5693,1.6256,21.355,5.1971,0.6897,19.8602
2004-10-21,0.68,0.6927,0.6685,0.6711,598604.0,-1.5829,10.6791,2.0642,21.017,5.1148,0.6788,19.5459
2004-10-22,0.6698,0.6946,0.6527,0.6946,1067809.0,3.5005,10.6779,3.6821,21.7527,5.2939,0.7025,20.2301
2004-10-25,0.692,0.7016,0.6724,0.673,902891.0,-3.1079,10.8491,3.1134,21.0767,5.1293,0.6807,19.6013
2004-10-26,0.6704,0.6939,0.6641,0.692,766477.0,2.8302,10.6814,2.643,21.6732,5.2745,0.7,20.1561
2004-10-27,0.692,0.7238,0.6857,0.7225,1856239.0,4.4037,11.1308,6.4008,22.6276,5.5068,0.7308,21.0437
2004-10-28,0.7238,0.727,0.692,0.6997,1422528.0,-3.1634,11.2238,4.9053,21.9118,5.3326,0.7077,20.378
2004-10-29,0.6997,0.7409,0.6997,0.7187,2073467.0,2.7223,11.4271,7.1499,22.5083,2.3782,0.7269,20.9327
2004-11-01,0.7206,0.7289,0.7098,0.7149,802335.0,-0.53,11.3102,2.7667,22.389,2.3656,0.7231,20.8218
2004-11-02,0.706,0.7149,0.6933,0.7016,781440.0,-1.865,11.0604,2.6946,21.9714,2.3215,0.7096,20.4335
2004-11-03,0.7079,0.7301,0.7016,0.7289,834498.0,3.8914,11.3121,2.8776,22.8264,2.4118,0.7372,21.2286
2004-11-04,0.7301,0.7327,0.6933,0.6952,1053980.0,-4.6167,11.2287,3.6344,21.7726,2.3005,0.7032,20.2485
2004-11-05,0.7092,0.7111,0.6933,0.7003,537952.0,0.7306,11.0448,1.855,21.9317,2.3173,0.7083,20.3965
2004-11-08,0.6984,0.7047,0.6857,0.6908,394926.0,-1.3599,10.8784,1.3618,21.6334,2.2858,0.6987,20.1191
2004-11-09,0.6908,0.706,0.6889,0.6958,431877.0,0.7353,11.0104,1.4892,21.7925,2.3026,0.7038,20.267
2004-11-10,0.706,0.7657,0.6927,0.7657,3026103.0,10.0365,11.842,10.4348,23.9797,2.5337,0.7744,22.3011
2004-11-11,0.7962,0.8216,0.7746,0.7771,8180290.0,1.4925,12.5637,28.2079,24.3376,2.5715,0.786,22.634
