date,open,high,low,close,volume,zchange,zAVG,zturnover,zPER,zPBR,zPSR,zPCFR
1998-02-18,3.235,3.3256,2.8791,2.9277,133356100.0,41.1856,9.501,49.3911,25.2962,9.0769,15.2559,
1998-02-19,2.9083,2.9115,2.7627,2.8468,31182200.0,-2.7624,8.7264,11.549,24.5974,8.8262,14.8345,
1998-02-20,2.8468,2.9374,2.8015,2.8727,15578600.0,0.9091,8.859,5.7699,24.8211,8.9064,14.9693,
1998-02-23,2.8597,2.9924,2.8468,2.9535,17831000.0,2.8153,9.0659,6.6041,25.5198,9.1572,15.3908,
1998-02-24,2.9665,2.9697,2.8533,2.8759,11437700.0,-2.6287,9.0042,4.2362,24.849,8.9164,14.9862,
1998-02-25,2.8727,2.9115,2.8306,2.8953,7138000.0,0.6749,8.8623,2.6437,25.0167,8.9766,15.0873,
1998-02-26,2.9083,2.96,2.8791,2.918,6787500.0,0.7821,9.0453,2.5139,25.2124,9.0468,15.2053,
1998-02-27,2.9277,2.9503,2.8759,2.8986,5430200.0,-0.6652,9.0131,2.0112,25.0447,8.9867,15.1042,
1998-03-02,2.8727,2.9212,2.8177,2.8436,6495200.0,-1.8973,8.829,2.4056,24.5695,8.8161,14.8176,
1998-03-03,2.8468,2.905,2.8403,2.8824,4353100.0,1.3652,8.8767,1.6123,24.9049,8.9365,15.0199,
1998-03-04,2.9115,3.0668,2.8791,3.015,21731600.0,4.6016,9.2758,8.0487,26.0509,9.3477,15.7111,
1998-03-05,3.015,3.0571,2.9891,3.0312,10391600.0,0.5365,9.3378,3.8487,26.1907,9.3979,15.7954,
1998-03-06,3.0344,3.1541,3.0312,3.1153,21915900.0,2.7748,9.6081,8.117,26.9174,9.6586,16.2336,
1998-03-09,3.1541,3.1703,3.0797,3.1024,12887800.0,-0.4154,9.6442,4.7733,26.8056,9.6185,16.1662,
1998-03-10,3.0927,3.0991,3.0085,3.0538,10041500.0,-1.5641,9.4122,3.7191,26.3863,9.4681,15.9134,
1998-03-11,3.0506,3.0603,2.9859,2.9956,7815600.0,-1.9068,9.3422,2.8947,25.8832,9.2875,15.6099,
1998-03-12,2.9956,3.0862,2.9924,3.0409,5831800.0,1.5119,9.3583,2.1599,26.2745,9.428,15.8459,
1998-03-13,3.0344,3.07,3.0118,3.0312,3339800.0,-0.3191,9.321,1.237,26.1907,9.3979,15.7954,
1998-03-16,3.0409,3.0991,2.9988,3.0668,5612000.0,1.174,9.3978,2.0785,26.4982,9.5082,15.9808,
1998-03-17,3.0991,3.235,3.0668,3.1962,25701500.0,4.2194,9.8394,9.5191,27.6162,9.9094,16.6551,
1998-03-18,3.2026,3.2188,3.1056,3.1282,9174200.0,-2.1255,9.7937,3.3979,27.0292,9.6988,16.3011,
1998-03-19,3.1218,3.2803,3.1088,3.1994,15926100.0,2.2751,9.9661,5.8986,27.6442,9.9194,16.6719,
1998-03-20,3.2026,3.2997,3.1832,3.2835,12313600.0,2.6289,10.0487,4.5606,28.3709,10.1802,17.1102,
1998-03-23,3.2835,3.3741,3.2706,3.332,15080300.0,1.4778,10.2928,5.5853,28.7902,10.3306,17.3631,
1998-03-24,3.3256,3.345,3.2641,3.3094,9492300.0,-0.6796,10.205,3.5157,28.5945,10.2604,17.2451,
1998-03-25,3.3417,3.3612,3.222,3.2318,11845100.0,-2.346,10.0974,4.3871,27.9237,10.0197,16.8405,
1998-03-26,3.2285,3.2835,3.2026,3.2059,7587100.0,-0.8008,9.9898,2.81,27.7001,9.9395,16.7057,
1998-03-27,3.2059,3.3644,3.1865,3.3612,15572900.0,4.8436,10.152,5.7677,29.0418,10.4209,17.5148,
1998-03-30,3.3612,3.3612,3.2512,3.2867,9341200.0,-2.2137,10.191,3.4597,28.3989,10.1902,17.1271,
1998-03-31,3.2835,3.2932,3.2285,3.235,8888200.0,-1.5748,10.0489,3.2919,27.9516,10.0297,16.8574,
1998-04-01,3.2544,3.3967,3.235,3.3029,8716000.0,2.1,10.1943,3.2281,28.5386,10.2404,17.2114,
1998-04-02,3.3062,3.3353,3.2609,3.2673,9874200.0,-1.0774,10.1513,3.6571,28.2312,10.13,17.0259,
1998-04-03,3.2609,3.2835,3.2188,3.2285,9932200.0,-1.1881,10.0082,3.6786,27.8957,10.0097,16.8237,
1998-04-06,3.235,3.277,3.2059,3.2447,11021800.0,0.501,10.0394,4.0821,28.0355,10.0598,16.9079,
